RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
Grant County,OR,,41,23,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222500,222500,216250,216250,209000,219500,218500,219500,204250,225000,237950,225000
Fremont County,IA,,19,71,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500,77500,79500,75000,75000,75000,84900,75000,77000,79500,72200,74900,79500,78400,76000,78950,89000,83950,85000,81900,79900,91500,91625,89875,89875,92000,82000,90250,94900,95500,97750,96500,87000,79900,79900,79900,92000,92500,99250,98000
Harney County,OR,,41,25,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,119990,99900,89900,87500,89000,87000,90000,99500,99000,99500,99750,101450,99500,97000,1.00E+05,1.00E+05,102900,118000,120000,125000,118000,119000,119000,125000,125000
Rappahannock County,VA,Washington-Arlington-Alexandria,51,157,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462500,485000,424500,399995,425000,449900,489450,499499.5,499000,492500,495000,489900,499999,509500,499974.5,499000,499000
Valley County,MT,,30,105,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,186950,184900,187400,189000,209000,214950,212450,197000,188500,189000,179000,179000,179000,179000,179000,181950,184950,185000,179000,179000,179000,170750
Lake County,CO,,8,65,2199,,,,,,,,,,,,,,,,,,,,,,,,,,195000,187500,189500,186950,179900,175250,172000,169750,172000,169950,169900,169900,170000,173450,170000,174950,174500,185250,178500,192450,172250,175000,190000,184000,189000,175000,190000,189500,189000,199000,199000,199000,202450,199000,219500,222250,222250,219250,238000,244500,240000,234500,239000,239000,249900,243000,234000,246000,246000,232500,249900,243000,247000,259900,278000,269700,269450,259000,249500,250000,279000,286750,286750,298000,259000,262450,282000,295950,298800,277000,299000,299000,319000,305000,319000,319000,316500,299000,307450,305000,305000,299900,319000,319000,349000,309900,324500,319000,343250,319000
Lac Qui Parle County,MN,,27,73,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88450,88700,83900,75000,69900,75000,69200,69900,79500,89900,89700,89900,99900,114700,114500,99949.5,99900,99500,99900,99700,95000,111750,127500
Weston County,WY,,56,45,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000,166950,165000,174500,174900,174900,167250,168250,169450,174500,174950,174700,174900,174500,163950,154450,162400,159900,154900,139450,139900,139900,139900,137000,134900,157450,159900,159900,173500,165000,170500,163950,167000,170750,163000,163450,159000,159900,169900,169900,180000,189900
Nicholas County,KY,,21,181,2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154000,144700,144500,149950,127450,125000,125000,125000,139500,159500,149250,149000,129000
Kane County,UT,,49,25,2203,220000,239950,237000,245000,249450,247000,249900,255000,259000,268870,259950,249000,243750,239000,240000,237250,232000,229000,220000,220000,219250,219000,225000,215000,198900,199000,198500,192000,189250,189500,185000,180000,186000,185000,187000,187000,190000,188450,180000,180000,186000,189250,190000,195000,199900,199000,199000,199000,199900,199000,202450,212250,210000,202450,219000,205000,210000,212500,199948.5,205000,210000,210000,219900,210000,209500,205900,199000,210000,210000,229000,229000,232000,227000,227000,230000,221400,232000,225000,229000,232500,232500,232500,235000,249000,255000,249450,236950,249900,259000,250000,265000,269750,274000,279500,280000,279900,291997.5,295000,295000,289995,284000,275000,275000,282000,284900,284900,289000,292500,295000,289000,284900,295000,299999,294500,289000
Fall River County,SD,,46,47,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000,155000,162500,165900,165000,165000,147000,139000,158250,145000,145000,146000,147000,147000,150000,159000,169900,169900,194450,191450,178500,169900,169900,166900,159450,159000,154900,153900,156900,152450,158500,155000,155000,164450,178500,178000,179900,179450,179950,184900,183450,184900,199500,179900,174900,176750,168750,168000,178500,185000
Crook County,WY,,56,11,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219900,204500,199450,199450,202000,227400,222500,225000,202000,220000,227000,227000,225000,214950,222500,222500,209900,209900,220000,222500,220000,225000,253750,299250,267450,277000,287000,299250,299250,297000,299250,295000,295000,283500,297000,295000
Surry County,VA,,51,181,2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255900,227450,210000,210000,210000,189000,186950,175000,175000,173950,184900,186000,185000,189000,194500
Galax City,VA,,51,640,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99950,114900,104900,114900,118700,119950,109900,114900,119900,107900,114900,125450,129900,124250,129900,124500,129080,121000,129900,131950,136250,144900,139925,129875,134475,139475,159000,159000,159000,149900,156950,159450,155900,159000,147400,154900,159000,159000,159250,139000,129900,129925
Lexington City,VA,,51,678,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317000,317000,284900,319400,312500,289000,250000,250000,237000,244800,239000,239000,249450,246200,225000,237000,242000,249900,224900,224900,214000,219000,234500,237500,237000,225000,239900,239450,225000,225000,219000,219450,225000,239900,239000,232000,210000,210000,234900,224750,225000,227000,239450,230000,234500,209500,230000,239900,248500,264900,307000,317000,274000
Boise County,ID,Boise City,16,15,2209,214900,204900,225125,249700,244750,240000,235450,229100,215000,212000,199900,199000,169450,174000,174900,180450,188950,189900,189900,212400,199900,199000,172400,147900,169000,157450,162400,175000,175000,175000,189000,189900,189900,189900,189450,182450,189000,199450,199900,219450,199900,199900,2.00E+05,210000,194900,185000,189900,189900,199000,199900,199999.5,222500,199950,208250,219950,199900,199450,199900,199000,199000,199000,216950,232450,240900,259900,249970,249990,245000,247350,244825,239900,249450,249000,228250,242450,249900,239800,249900,247000,244900,239900,249450,249900,249000,279500,299900,299950,282400,286500,288000,267000,259950,263500,265000,285000,288500,264000,282000,280000,316986,342500,325000,299900,299000,299999,289900,299900,324950,329450,327000,329450,335000,340000,325000,330000
Powell County,MT,,30,77,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,185000,169000,171900,178500,2.00E+05,202495,197495,199990,182500,175000,177000,191200
Pawnee County,KS,,20,145,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79400,78900,78900,73000,72900,72900,71450,71450,69900,69400,68900,69900,71900,74900,76000,71200,78000,73700,72400,72000,75000,79250,75000,69900,74900,76000,79250,75000,74950,79625,75000,77250,74499.5,75000,68900,73750,72500,69500,69500,69900,74000,82950,76500,76500,75000,73750
Russell County,KS,,20,167,2212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,92500,92500,99625,96500,93750,93750,110000,110000,94000,88000,91000,92500,99000,89900
Grand Isle County,VT,Burlington-South Burlington,50,13,2212,298500,289000,289000,284500,289500,279900,279000,275000,279000,275000,275000,275000,265000,265000,269000,269000,272450,285000,283900,289000,285000,284900,276900,274950,269999.5,274950,284950,289000,289000,289000,279000,276950,275000,279000,275000,276950,279900,275000,285500,277000,283000,279000,279000,275000,275000,275000,266950,261000,249900,249000,257000,259000,279995,284900,279900,274900,274900,274900,273000,259000,260000,269900,275000,275000,279950,275000,279900,279950,275000,279000,278750,279900,272495,264900,265900,258250,259000,259450,269000,269000,269000,269000,259000,259000,249950,249900,249900,259000,270900,273450,273450,269250,277000,273750,275000,256950,249900,249950,258200,277950,279900,305000,279900,278250,295000,285000,285000,281250,269900,269900,280000,289700,289500,294900,299450
Cumberland County,KY,,21,57,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,120000,114950,134450,125000,133000,126250,127500,126250,128250,126250,130000,134900,134900,126250,134000,134500,134000
Cameron Parish,LA,Lake Charles,22,23,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296410,282000,277000,287000,275000,269900,264950,260000,236700,232000,237750,242500,249900,274500,279450,274500,263750,281950,289500,253000,275000,290000,3.00E+05,307500,299900,297450,295000
Huerfano County,CO,,8,55,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,239500,225000,232000,265000,275000,295000,279000,279000,292000,279500,292000,296000,298000,299000,309000,299000,249550,269000,236000,249550,259000,274375,275000,277000,279000,279000,279000,290000,289500,298450,296000,295000,295000,279000,279000,299250,310000,299900,299900,299900,298900,299000,289250,289500,275000
Greenwood County,KS,,20,73,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74950,71450,74900,69500,77900,74200,80500,69900,69950,75000,76500,78750,69500,79500,79500,72150,74000,79700,87500
Rio Blanco County,CO,,8,103,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,250000,249450,224900,230000,224900,249900,224950,239000,225000,219900,225000,227000,229450,229000,225000,225000,224900,219000,209000,211950,214950,203450,195000,195000,186000,185000,189000,183500,198000,199450,189000,199500,199750,186000,179000,172500,189000,199750,199450,189900,198900,204500,198900,194400,209000,209000,212000,209000,215000,199450,198950,209000,213250,211500,225250,245000,238500,228000,234900
Buena Vista City,VA,,51,530,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000,129450,127200,118500,117000,117750,117000,117000,117000,118500,126450,127500,129000,124450,120000,115500,109900,99900,92000,99115,115500,115500,118500,109000,99000,96950,91500,95250,89900,89000,89700,91500,89700,94500,97500,91833,96000,99000,99500,114900,124500,124500,114900,104950,104950,117000,116000,116000,115000,116838.5
Beaver County,UT,,49,1,2220,150950,152000,152000,159000,155500,172500,164500,152000,169500,164250,172250,172250,163000,175000,175000,175000,175000,177450,175000,174900,169700,162000,174900,174950,169900,169900,175000,175000,172450,169000,169000,164450,175000,159500,169000,169000,168250,169000,164900,139000,139000,139900,140000,139900,150000,150000,150000,150000,160000,160000,167500,169000,167500,169000,169000,159450,149450,154500,137900,149450,149900,160750,169450,165000,164950,149000,149000,145449.5,149000,135900,142400,144900,158500,149900,149000,157250,159000,154000,152500,149000,142400,149000,148000,159000,179000,159900,157000,149000,144450,149000,140000,159450,164450,174950,165000,159000,152450,159000,159000,175000,159450,149000,151500,159450,169000,166950,188500,189500,179000,179000,189000,189000,195000,195000,214000
Ellsworth County,KS,,20,53,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116250,118750,101750,89900,93700,89500,89500,89500,85500,89500,89500,89900,95000,89500
Bottineau County,ND,,38,9,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,159900,164900,169900,164900,169999,169949.5,198500,198500,189900,179900,199000,198000,199499.5,187450,179900,182400,179900,176950,169900,179900,174000,184900,184900,179999
Sullivan County,PA,,42,113,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,159900,152400,149900,151400,153900,158900,154900,152400,159400,159900,172000,175000,175000,175000,167000,175000,169900,169900,152450,149900,147500,149700,147500,155000,174900,169900,169900,169900,169900,169900,169900,174450,149900,154500,169900,179900,179000,172000,167000,167000,156950,149900,152400,134950,140500,135000,134950,149200,158200,159900,159900,159900,159950,164950,149900,156500,150000,157000,162450,179900,167000,165000,155500,155500,149900,149950,134900,137000,131950,149950,149900,156950,170688.5,160000,149900
McKenzie County,ND,,38,53,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279900,273950,282450,274900,275900,276950,265000,259400,266400,269925,290000,279000,275000,274900,279500,285000,285000,274925,274850,274850,274850,272450,294000,280975,260000,289900,297000,285000,298900,283000,268000,260000,259450,254900,252450,249950,262450,257450,262000,263950,274950,276950,285000,309900,299000,305000,309900,328700,326750,342987.5,340000,329000
Essex County,VT,Berlin,50,9,2225,,,,,,,,,,,,,,,,149450,149900,149900,149000,142450,142450,149000,149000,149000,139900,149000,149000,139900,154500,150000,149950,149500,165000,164000,149900,144900,144500,149450,159000,165000,159000,154500,147950,150000,159000,159000,159900,159000,162500,160000,159950,154000,149000,136750,139000,139900,139000,139000,139000,139000,139000,139000,129000,127500,137000,139000,139000,139000,135000,135000,138000,130000,130000,129000,130000,138500,139000,139900,149000,149500,139900,139000,139000,129500,126250,125000,125000,122500,128500,143450,149000,149450,149900,149900,150000,149975,157500,165900,149900,149900,149925,144950,145000,162000,145000,143500,149900,149900,149950,149900,153200,154900,145750,154900,145750
Menifee County,KY,Mount Sterling,21,165,2225,,,,,,,,,,,,,,,,,,,,,,,,,,74900,65400,63400,65900,65900,62900,65000,65000,70000,76250,69950,69900,59900,61950,64000,62200,69900,64900,64900,69900,71200,69900,74750,74750,78900,79995,79900,75000,79900,79900,79700,75000,70000,68000,69900,68949.5,68949.5,65000,64950,69000,69900,69700,69900,70000,77000,74500,74750,81900,89700,89500,84500,79900,84750,87250,87450,82000,79950,79900,80000,87250,89500,96900,96900,91200,89900,85750,79900,79700,86500,86500,89500,86200,86550,85450,89500,91200,98350,92500,92500,89500,87200,89500,84900,89700,87200,84900,87200,89500,89500,89500
Pondera County,MT,,30,73,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,150000,154450,149000,150000,150000,149000,154500,152000,150000,149900,149900,148750,156000,155000,149500,148000,149000,142700,140000,144500,139900,139900,149000,148150,149000,147300,141950,145650,149000,146390.5
Ohio County,IN,Cincinnati,18,115,2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,145155.5,140411,145155.5,156450,155000,155950,149900,136200,144400,147500,149900,167000
Audubon County,IA,,19,9,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82900,87000,89000,87000,89000,84900,80000,80750,83250,81500,81500,94500,90000
Saguache County,CO,,8,109,2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,189000,196250,195000,195000,195000,195000,199000,193450,199450,189000,189000,197500,195000,199000,199949.5,213000,210000,199900,198000,198000,190000,189000,189250,196500,199000,199900,227500,222000,219900,199900,207500,199450,219450,225000,225000,225000,225000,219000,225000,225000,222000,229000,235000,228750,237000,244250,250000,262000,265000,267000,263500,261000,267500,283750,287700,279000,252500,279500,287500,288250,269500,259500,259000,260000,275000,275000
Grant County,MN,,27,51,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000,127450,118950,113400,112900,1.00E+05,99900,112400,109950,112900,111900,114900,120950,126950
Putnam County,IL,Ottawa-Peru,17,155,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134650,154400,159900,159900,153500,139000,132450,129900,124950,119900,120000,119500,124900,118950,121750,125900,126950,126950,120000,119000,122000,124000,129900,119500,131450,133000,129900,140000,139000,139900,139000,139000,139000,128700,128400,126700,129000,129000,129000,126250,124950,119900,122450,119900,120000,124950,121950,142450,139700,149000,148500,153450,134950,139900,145000,144950,145000,142450,139900,145000,152000,143500,142000,152000,149000
Morris County,KS,,20,127,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149950,149000,151950,145900,145400,149500,149000,149000,156950,151950,149000,130000,134500,130000,139000,136500,129000,137400,149000,149375,149375,149750,149900,149750,149375,159900,159900,164900,166950,165900,164900,169000,167450,169000,164500,154450,135000,134750,139000,149450,149450,139450
Iron County,WI,,55,51,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188900,187500,179450,179900,178500,179000,179000,188450,184000,179900,179000,189900,199000,189900,186000,185450,179700,184000,189000,183950,181500,193000,185000,187000,179700,176000,181500,186900,185000,175000,172000,174900,175000,179250,189900,189700,179900,189000,179900,179900,175000,175000,175000,179900,179800,176500,179800,174950,168000,164999,153450,168000,170000,169900,175000,179900,179850,177500,174850,174850,170000,171500,171500,169900,169950,168900,169250,169000,168000,169000,169900,170000,162450,165000,170000,179500,175000,179450
Hyde County,NC,,37,95,2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322500,299000,325000,312000,299000,298250,297500,325000,339000,364900,350000,354950,364950,359900,365000
Lander County,NV,,32,15,2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187375,189750,182450,180950,183700,187500,189000,189000,187500,189900,192400,2.00E+05,202000,194900,174450,189750,174450,169200,159950,160000,153900,149900,149900,149900,147450,149950,150000,151000,156450,162450,159900,158000,143000,159900,158950,153500,158000,154000,165000,165000,165000,165000,152400,159000,159450,165000,165000,163450,172796,157950,156000,152319,148500,149200,146700,144900,137700,139500,141250,143000,145000,159000,151500,162500,167000,159625
Stevens County,KS,,20,189,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138000,138000,135000,135000,127000,125000,125000,125000,125000,125000,120000,116500,116500,135000,135000,132500
Broadwater County,MT,,30,7,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282400,269800,269900,259900,269900,224999.5,224999,226999.5,219900,229925,232475,239900,261000,244400,214500,212000,211000,212000,229000,220000,212000,246500,260000,236500,197200,188000,199700,189900,199700,225000,249000,253200,240950,252500,245000,245000,249500,249950,245000,249000,250000,254500,249999.5,249900,262450,265000,249950,252500,252450,240000,249000,247000,249500,250000,262450,272000,303700,315450,309900,334900,329950,329000,294500,294000,299299.5,303499.5,315000,299999,279000
Gilpin County,CO,Denver-Aurora-Lakewood,8,47,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409500,418750,454950,422500,425000,474900,472450,475000,485000,455000,475000,475000,420000,393000,410000,447450,437450,427000,426000,427000,4.00E+05,419000,445000,445000,475000,472000,469000,454950,447000
Big Stone County,MN,,27,11,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94900,110450,112500,112500,121500,120000,105000,97500,96750,94500,82950,84200,80000,80000,79900,79900,85000,89000,87000
Cook County,MN,,27,31,2241,299000,299000,289500,293000,295900,296000,294500,295250,289000,296000,279450,279000,274500,269925,279900,288500,286250,279900,279950,277000,279900,269900,259900,249900,259900,259400,259900,247900,243900,243250,239000,229950,229900,249900,224900,218450,219000,219000,209900,231200,239000,242450,246900,257000,259000,259150,259300,259000,249900,250000,268500,259700,258500,278000,259500,259000,265000,265000,252450,254900,254900,245750,289900,279900,285000,275000,269900,274900,282500,289000,292000,289450,289000,279450,279000,279900,269900,275000,275000,262400,259900,269000,272500,262400,259450,259000,240000,249900,259000,249900,249900,239900,244500,249700,240000,239950,254450,237450,260000,262450,269400,269900,270000,269000,269000,269450,250000,244000,232450,225000,222500,222500,239000,274950,288375
Garfield County,UT,,49,17,2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209900,224000,225440,239000,249000,244250,239000,239500,239000,248750,249900,240000,227940,226880,215000,227940,235000,229000,223450,229000,227000,220000,209900,199900,218950,218950,218000,239000,234450,240000,234500,229900,234450,245500,229900,234450,249900,265000,265000,275000,269500,285000,304450,299000,299000,279500,279250,269000,285000,258750,266500,264700,254700
