SizeRank,City,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
5407,Dallas,172500,172500,172500,172500,172600,172800,172900,172900,173000,173200,173300,173300,172900,172300,171500,170800,170300,170200,170200,170300,170500,170600,170400,169500,168300,167200,166300,165400,164700,164100,163900,163900,164200,164700,165400,165900,166400,167000,167500,167800,167900,168400,169400,170600,171700,173000,173900,174400,174700,175100,174900,173800,172500,171300,169800,167600,165600,164500,163600,163000,162900,162500,162200,162400,162600,162200,162100,162600,162400,161100,159700,158300,156600,155400,155400,156800,158000,158800,158400,158200,158200,157800,157700,159300,161200,163300,165000,166000,166600,167600,169200,171300,173000,174500,176000,177500,178500,178900,179300,180500,182300,184200,185900,187300,188600,190200,191500,192000,192200,192800,193100,193400,193400,192700,192100,192300,192700,193500,194300,195000,196100,198400,200600,201700,203500,206200,207800,208800,210900,213000,215500,219000,222000,222500,223000,224300,225400,227800,232000,234800,235800,236800,237300,237300,239000,242200,244300,245300,246500,247300,247200,247000,248500,251700,255000,257100,258600,259200,259100,258500,258300,258400,258800,258800
5643,San Antonio,377900,379800,382200,385200,389100,394000,400000,407100,414900,422600,429600,435600,440200,443500,446000,448400,451400,454700,457700,460000,461800,463300,464500,465000,464300,461900,457400,451500,445400,439900,436100,434300,433700,433200,433100,433700,435200,436800,438100,439000,439700,440400,440900,441200,441200,441400,442000,443100,444900,446300,448300,449900,450200,449100,447900,445600,443100,439500,435500,431700,428700,426400,424400,424100,425500,426300,424500,423300,422900,423500,422900,420800,417200,415500,417100,419700,421000,423100,427800,431500,433000,434200,437700,442700,447000,449500,450500,450500,451100,452700,453900,455500,457700,459600,460800,461100,460700,460200,460600,461300,461500,461800,463600,465600,467600,468800,469500,470500,472200,473900,475200,476800,478800,480700,482500,484000,485700,488400,491600,494400,496100,497600,500500,503300,504400,504500,505100,505200,506500,507900,509300,511400,516000,521200,524600,526800,531700,537800,541500,544000,546800,549500,551100,554200,559100,563000,563800,564200,565300,565700,565800,567500,568800,569600,570900,572400,575100,579100,581800,583900,586400,587200,586100,585100
5667,San Antonio,150200,152200,154300,156000,157200,158300,159500,160800,162000,163100,163900,164600,165400,166000,166200,166000,165100,164100,163400,163100,163200,163500,164000,164600,165000,165400,165700,165800,165500,165000,164700,164600,164600,164800,165000,165300,165600,165700,165800,165900,165800,165600,165500,165400,165300,165200,165000,165000,165100,165100,164600,163900,163500,163700,164200,164900,165100,165000,164500,163700,163200,162800,162500,162300,162500,162800,163000,162900,162900,162800,162800,163000,163100,162800,162700,163300,164300,164500,164200,164100,164400,164500,164700,164800,165200,166200,167300,168300,169200,170400,171600,172300,172700,173600,174600,175400,175900,176700,178200,179900,180900,181700,183000,184000,184800,185800,187100,188500,189600,190600,191500,192200,192500,193200,193800,193800,194000,194700,194700,194500,195500,196700,195000,190000,184500,181600,180900,181400,181700,181000,180400,180500,180400,179800,180800,183100,185200,186600,187900,189300,190800,193800,198500,203400,206900,208800,210800,215200,222300,227700,232800,238500,243500,245800,247400,248300,248600,251400,254500,256400,256500,254800,249300,245500
5932,Rio Grande City,64500,64200,63900,63700,63600,63600,63800,64200,64600,65000,65400,65600,65900,66200,66500,66900,67200,67400,67500,67500,67600,67600,67500,67200,66500,65300,63500,61200,59100,57500,56400,55700,55200,54600,54000,53300,52700,52200,51700,51200,50700,50100,49400,48700,48400,48400,48600,48600,48800,49200,49500,49800,50400,51400,52200,52500,52500,52600,52300,51800,51300,50700,50500,50400,50000,49700,49400,49100,49200,48900,48300,48300,48400,48200,48000,48100,48100,47700,48400,49600,50500,50400,50100,50700,51200,51100,51100,52100,52600,53500,54800,55800,56100,56800,58300,59000,59500,60200,61200,61700,62100,62200,62000,61900,62800,64600,66500,67400,67700,68600,68900,68300,68300,69200,69900,70200,70700,71100,71300,70600,70000,70700,71600,72000,72800,73700,73600,71800,68900,67500,68600,69700,70600,71100,71500,71800,73100,74300,75100,76300,78400,79300,77000,75300,76400,78200,78000,76500,75400,74800,73400,71800,70300,68300,67000,67100,67000,66100,66300,68000,68200,66000,64300,64100
5933,Dallas,286100,288400,290500,292100,293000,293500,294100,295100,296700,298400,299300,299100,297900,296200,294700,294200,294100,293800,293300,292900,292500,292200,291400,289800,287800,285600,283600,282100,280600,279000,277500,276300,275300,274600,273500,272200,271100,270400,269700,268900,267400,265000,262700,261500,261200,261000,260200,259200,258700,259000,258500,257300,257500,259000,259700,260100,260200,259000,259200,261700,264400,265100,264500,263800,265300,269700,275200,279400,282400,284700,286300,287200,287300,287200,286700,284900,282400,280900,279700,276300,271600,269600,269800,270400,271500,273900,277700,283000,286700,288200,288900,290400,292100,293700,295500,296800,297500,298700,300000,301500,303300,305200,306200,307100,308500,310000,310500,310100,309700,309200,309600,311300,313100,312400,311000,311900,316300,320800,324000,326000,327500,330800,336200,341100,345400,352000,360200,366600,369600,370000,369600,368200,366700,363000,359300,358200,358500,358000,358900,362300,365400,367700,370500,374400,380400,387800,392900,394000,393100,391700,391600,392500,394400,396600,400700,407500,414100,417800,419600,420400,418900,415600,411800,409800
6008,Dallas,137900,138000,138200,138700,139300,140000,140600,140900,141100,141100,141200,141500,141800,141900,141900,141800,141900,142200,142800,143400,144100,144700,145000,144900,144300,143500,142500,141400,140200,139100,138200,137400,136800,136300,135900,135400,134900,134500,134100,133800,133400,133000,133100,133400,133900,134400,134800,134800,134600,134800,135000,134900,134900,134800,134900,134600,133700,132500,132500,133200,134400,135500,135800,135700,136000,135900,135000,134400,134000,133100,131600,130400,129700,129200,129300,129400,129200,129000,129100,128800,128600,129000,129600,129900,129800,129800,130300,131200,132000,132900,133600,134300,135400,136500,137300,138200,139100,139700,140100,140600,140900,141400,142200,143500,144400,145000,145800,147000,148400,149400,150600,152200,154300,156500,158800,160900,162900,165000,167400,169500,171000,172000,172200,172500,173200,174300,176000,178000,180400,182000,182000,181400,181800,183600,186300,188400,189400,189600,189700,189800,190400,191600,193700,195300,196700,198400,200300,201900,204300,206500,207500,207900,208800,210600,212600,214700,216400,216900,216500,216700,217400,218600,220100,221100
6067,Dallas,373500,373900,374400,374400,373800,372600,371500,371000,371300,372000,372100,372200,372900,374300,377100,381500,387000,393000,399300,405100,410300,415000,419100,422700,424900,425000,423600,421100,417300,412200,407400,403500,400300,397100,394200,391600,389300,386600,384200,382200,379700,377000,375600,375300,374900,374100,373100,371600,370600,371600,370600,366700,364000,363700,364600,366300,366300,366200,367700,369300,369000,369400,371600,374800,379100,384500,387100,387400,388000,388600,387900,386600,386300,386400,387100,389300,391700,392100,390900,388300,387400,389000,391000,392400,393800,394200,393600,392500,391700,392400,395200,398400,401200,404300,407100,409300,411200,412700,414500,416600,418800,421700,426100,432300,438400,442100,444200,449500,455800,460100,463400,466800,467700,466700,466200,467100,468500,469400,470500,471800,472200,471800,472400,473400,474000,475600,477600,477700,477000,476800,476800,477100,477300,476800,476800,479100,481400,482100,482600,484900,487600,489200,489900,489000,492500,502200,511800,518800,528900,538800,544600,544700,541200,538800,541000,546400,550800,552500,552400,552900,551200,545900,540200,538800
6073,Corpus Christi,104000,103900,103900,104000,104100,104400,104800,105200,105700,106200,106600,107000,107300,107500,107700,108000,108300,108400,108600,108800,109000,109200,109300,109300,109200,109000,108900,108800,108700,108600,108600,108600,108600,108600,108500,108400,108300,108100,107800,107700,107500,107200,107000,106800,106600,106400,106100,105600,105300,105300,105300,105100,104900,104800,104700,104500,104200,104100,103800,103700,103400,103200,102900,102600,102500,102700,102800,102900,102900,102900,102900,103000,103100,103100,103000,103100,103500,103800,103900,104000,104100,104100,104300,104800,105100,105500,106100,106400,106100,106000,106300,106500,106500,106400,106300,106200,106500,106800,107100,107600,108100,108500,108500,108800,109500,110400,111100,111600,111900,112300,113100,113900,114900,115800,116900,118000,118800,119300,119600,120200,121000,121800,122400,123100,123600,124100,124700,125600,126300,127000,128000,129000,129600,130300,130900,130900,130600,130100,130300,131400,132400,132400,132500,133000,133400,133400,133300,133900,135600,137500,138200,138000,139900,144500,149000,151500,153300,154400,155300,156200,156900,158000,159400,160300
6086,Houston,92600,92700,93200,93800,94500,95300,96000,96700,97400,98000,98600,99000,99300,99700,100200,100400,100400,100700,101100,101700,102300,103000,103700,104000,103700,103600,103500,103100,102900,103000,103200,103200,103200,103200,103500,103400,102900,102800,102900,102500,102200,101700,100400,99000,98100,98000,98600,100400,103000,103300,102100,103000,104900,105800,107200,108300,108800,108800,107900,107900,108900,109500,110700,112100,112300,112000,112500,113600,114700,114700,113400,111600,110600,111300,112300,112700,112700,112800,112100,111400,111300,111500,111900,112500,112100,112200,113200,113300,112800,113300,114800,116000,116900,118100,119500,119700,119200,117900,115700,113700,113800,114600,114500,114200,114700,115600,116300,116700,116900,117500,118500,119700,119900,119200,118900,119300,119500,120100,121300,122700,123900,125600,127200,128400,129600,130900,132000,132600,132800,133100,134600,137200,140000,141800,143000,143800,145000,147000,149300,150500,151100,151600,152000,151000,150000,150300,151000,152200,154600,157000,158300,159600,161200,163200,165700,168800,171300,172800,174200,175800,176100,175300,175500,177300
6091,Dallas,267500,268600,269900,271700,273900,276200,278200,279900,281000,281800,282400,283100,284000,284800,285800,286800,287600,288000,288100,288200,288100,287800,287300,286500,285500,284500,283400,282400,281300,280000,278900,278200,277800,277100,276400,275500,274900,274300,274000,273800,273300,272600,272300,272600,272800,272800,272400,271900,271600,271600,271100,269100,267100,266000,265100,264300,263800,263600,263900,264600,265000,265000,265000,266000,267100,267800,267900,268000,268200,268800,269300,269900,271200,273400,275000,275400,276100,278300,280400,281000,280900,281600,283300,285100,285800,286100,286800,288800,291800,294700,296900,298900,300800,302100,303100,304900,306900,307700,308400,309500,310800,312800,315600,318400,320800,322300,323400,324100,325600,327400,329800,332100,334100,333600,332800,333100,334800,337200,340800,345300,349200,352200,355200,359300,364100,369100,373900,378900,383400,386800,388700,389300,390300,393200,396700,398600,398500,397700,397100,396300,395600,396100,398400,400300,401400,403200,405400,407400,410800,414700,418000,421100,424800,428200,428800,429400,431800,433500,433500,434400,433000,430600,430300,431800
6093,San Antonio,79900,80400,80900,81500,82100,82800,83400,83900,84300,84500,84500,84400,84300,84400,84700,85200,85900,86500,86900,87300,87500,87700,87900,88100,88000,87700,87300,86700,86100,85400,84700,84200,83900,83600,83300,83000,82700,82400,82100,81700,81400,81100,80900,81000,81400,81800,82200,82400,82500,82500,82600,83000,83400,83400,83300,83300,82700,81700,80900,80100,79700,79300,78700,77600,76300,75300,74700,74300,74300,74500,74600,74500,74300,74600,75400,76000,76400,76900,77200,76600,75500,74400,74200,74700,74900,74400,73900,74100,74900,75800,76800,78000,78800,79000,78900,78700,78800,79200,79600,79400,78700,77700,76600,75700,75800,76800,77700,78400,79200,80100,80700,81100,81800,82600,83300,83800,84300,84700,85300,85700,85700,85900,86700,87800,88700,89100,90100,92600,95500,97800,99500,101000,102000,103000,104400,106200,107300,108500,109800,110200,110200,110400,110000,110300,112700,114900,115700,117100,119800,122300,123900,125200,126300,127700,129700,131500,132000,132100,131700,130900,130800,131900,133300,134500
6140,Houston,91000,90800,90800,90800,90800,90800,90700,90700,90900,91600,93000,94900,97000,98900,100400,101800,103000,104100,104900,105400,105600,105500,105200,104700,103900,102700,101300,99900,98800,97900,97200,96800,96500,96100,95700,95300,94800,94200,93500,92800,92400,92000,91500,91100,90900,90800,90900,91400,91800,91800,91300,91400,92400,93400,93200,92000,90600,90200,90400,89900,88400,87200,86900,86400,85500,84900,85200,86000,86400,86300,84900,84100,85000,87400,89200,89700,88400,87300,87100,86500,85800,85500,85700,85600,84800,83600,82600,82100,82200,82500,82600,83600,85000,85200,83900,82800,82200,82200,82900,83700,84100,84300,84900,85400,85600,86400,88200,90000,91300,91300,90600,90900,92600,94300,95400,96100,96800,98100,99600,100500,102000,105300,108800,112500,115400,115800,114500,114600,114900,114300,114000,114900,115500,115800,116300,117300,118900,120200,122100,124000,126400,128600,131000,133200,134900,135100,134600,134600,135800,137500,138500,138600,138800,139400,140800,142600,143200,142900,141800,138800,135300,134300,135100,135800
